Outlet_Identifier,Item_Identifier
OUT013,FDQ14
OUT017,FDN27
OUT046,NCQ02
OUT049,FDJ33
OUT027,FDP07
OUT049,DRE01
OUT045,FDU36
OUT017,FDL28
OUT046,NCX53
OUT013,FDZ39
OUT013,NCP42
OUT035,FDJ14
OUT049,FDK04
OUT017,NCC19
OUT018,FDS09
OUT046,FDZ02
OUT018,FDD35
OUT017,NCY42
OUT045,FDB05
OUT035,FDF20
OUT018,NCO41
OUT027,FDC40
OUT045,FDV58
OUT045,FDZ57
OUT046,DRM35
OUT018,DRN36
OUT046,FDQ13
OUT010,DRO35
OUT035,NCD43
OUT018,FDA51
OUT027,NCX17
OUT049,NCZ17
OUT027,FDR11
OUT049,FDW34
OUT017,FDN50
OUT046,FDS09
OUT018,FDS48
OUT049,FDL44
OUT018,DRF48
OUT018,FDA14
OUT049,NCD30
OUT017,FDI16
OUT035,NCG06
OUT035,DRZ24
OUT045,NCS17
OUT045,FDB37
OUT035,FDE10
OUT045,FDC57
OUT018,FDM12
OUT049,FDE24
OUT045,FDW22
OUT027,DRD01
OUT027,NCZ18
OUT045,FDN49
OUT035,FDR22
OUT019,FDV08
OUT046,FDY39
OUT049,FDV36
OUT045,FDO60
OUT027,FDU04
OUT027,FDR20
OUT019,FDW19
OUT049,FDU40
OUT045,FDK15
OUT035,DRF15
OUT017,FDQ25
OUT019,FDI48
OUT046,FDS49
OUT046,FDV22
OUT046,NCV42
OUT046,FDX26
OUT018,FDI33
OUT049,FDZ14
OUT013,FDG10
OUT018,FDM38
OUT027,FDG26
OUT035,FDH46
OUT018,FDN13
OUT035,FDU57
OUT046,NCI06
OUT045,FDM38
OUT010,NCG42
OUT045,FDL39
OUT019,FDT31
OUT013,FDV59
OUT035,FDB49
OUT049,FDD58
OUT046,DRN59
OUT049,FDX48
OUT049,FDQ11
OUT049,FDY12
OUT045,FDQ11
OUT017,DRI11
OUT027,FDY32
OUT045,FDS51
OUT010,FDR19
OUT018,DRB13
OUT035,FDS21
OUT045,FDQ40
OUT013,NCE55
OUT027,FDX43
OUT049,FDS12
OUT027,DRK01
OUT017,FDN25
OUT046,FDB60
OUT017,FDQ13
OUT045,DRK13
OUT018,DRF25
OUT019,NCD42
OUT045,FDW25
OUT027,NCV29
OUT035,NCK42
OUT027,DRJ13
OUT017,DRD15
OUT045,FDM27
OUT018,FDZ50
OUT046,FDC04
OUT049,FDF50
OUT045,FDP15
OUT035,FDK46
OUT018,FDZ56
OUT049,FDY60
OUT035,FDB10
OUT045,FDR57
OUT049,FDU58
OUT046,FDH02
OUT013,FDP48
OUT035,FDI46
OUT013,FDW56
OUT010,NCM19
OUT027,FDS50
OUT013,FDK24
OUT017,FDO36
OUT027,FDK45
OUT045,NCL05
OUT018,FDL32
OUT049,FDA28
OUT018,FDY36
OUT018,FDP32
OUT046,FDL50
OUT049,DRC24
OUT017,NCS18
OUT017,FDD16
OUT013,NCV18
OUT046,FDX07
OUT027,NCZ05
OUT013,NCI31
OUT049,FDK14
OUT045,NCR06
OUT049,NCF54
OUT010,DRG23
OUT046,FDD53
OUT027,NCM31
OUT017,FDT16
OUT035,FDR40
OUT017,DRG25
OUT035,FDT10
OUT013,FDY32
OUT035,FDN50
OUT019,FDZ35
OUT045,NCP54
OUT035,NCD07
OUT018,FDS02
OUT018,DRN59
OUT013,DRB24
OUT027,FDP37
OUT018,DRB01
OUT046,FDR47
OUT010,NCM31
OUT027,NCF06
OUT027,NCV17
OUT049,FDS10
OUT035,FDN52
OUT013,FDZ48
OUT049,FDJ48
OUT027,DRB13
OUT017,FDV59
OUT035,FDL32
OUT035,FDZ12
OUT027,NCR06
OUT017,FDP51
OUT013,FDY22
OUT049,FDZ38
OUT035,NCO54
OUT035,FDR23
OUT049,FDM38
OUT013,FDS25
OUT013,FDZ22
OUT019,FDZ20
OUT010,FDD45
OUT049,FDN03
OUT046,NCW30
OUT027,FDY24
OUT019,FDJ26
OUT049,FDM15
OUT027,NCW54
OUT045,FDA23
OUT019,FDA39
OUT017,FDZ12
OUT046,NCB42
OUT046,FDL16
OUT019,FDO24
OUT046,NCP42
OUT018,FDR19
OUT045,DRL01
OUT046,FDV37
OUT010,FDI41
OUT049,FDF58
OUT018,NCF43
OUT049,FDN02
OUT035,NCP41
OUT027,NCY17
OUT027,FDL58
OUT027,NCA30
OUT018,FDE46
OUT035,FDY38
OUT027,NCH29
OUT045,FDO20
OUT018,FDP44
OUT027,FDM02
OUT027,FDJ14
OUT010,FDH04
OUT046,DRK23
OUT046,NCW05
OUT049,FDF12
OUT019,FDL51
OUT018,FDN03
OUT049,DRJ37
OUT019,FDM12
OUT045,FDA16
OUT017,NCB07
OUT019,NCI17
OUT046,FDR51
OUT045,FDJ55
OUT013,NCZ17
OUT013,FDU25
OUT045,NCG18
OUT017,DRM11
OUT035,FDH16
OUT018,FDZ04
OUT035,NCX53
OUT027,FDX38
OUT046,FDX09
OUT018,NCW05
OUT017,NCS41
OUT046,FDI26
OUT027,NCZ41
OUT046,NCK06
OUT027,FDX23
OUT046,NCA42
OUT049,FDC20
OUT018,DRC49
OUT013,FDX01
OUT045,FDC08
OUT017,FDC02
OUT045,FDK10
OUT013,DRC24
OUT019,FDW16
OUT018,NCU06
OUT045,DRA59
OUT019,FDR24
OUT018,DRL35
OUT013,FDA49
OUT046,NCC55
OUT019,DRD24
OUT049,NCE55
OUT045,FDT33
OUT013,NCT53
OUT046,FDS26
OUT018,FDL22
OUT017,FDP44
OUT018,FDC52
OUT010,FDI53
OUT046,FDZ23
OUT013,NCT18
OUT046,FDR13
OUT010,FDB09
OUT013,FDZ60
OUT046,FDB11
OUT018,FDC10
OUT035,FDW56
OUT027,FDK14
OUT027,DRE27
OUT017,FDA38
OUT045,FDT11
OUT035,FDP15
OUT035,FDV27
OUT027,FDS36
OUT027,FDY40
OUT049,NCF19
OUT045,FDF53
OUT027,FDS14
OUT046,FDE56
OUT035,FDZ19
OUT013,FDZ46
OUT046,FDR16
OUT018,FDG29
OUT017,NCE30
OUT046,FDZ40
OUT018,FDG58
OUT013,DRH03
OUT045,FDZ47
OUT018,FDV04
OUT018,FDZ10
OUT017,FDG46
OUT045,NCF07
OUT035,FDY44
OUT013,FDB21
OUT035,FDS20
OUT049,FDS49
OUT027,FDX55
OUT018,NCQ02
OUT013,FDR25
OUT045,DRG39
OUT046,FDB46
OUT018,NCC30
OUT035,FDE58
OUT019,FDC05
OUT046,FDY15
OUT046,FDG14
OUT049,FDL08
OUT013,FDQ47
OUT035,FDN12
OUT013,FDW10
OUT035,FDD02
OUT010,FDX35
OUT046,FDT35
OUT019,DRN47
OUT010,FDB11
OUT045,FDN20
OUT035,FDB59
OUT045,FDJ58
OUT046,FDU60
OUT049,FDS03
OUT019,FDU40
OUT049,DRH15
OUT027,FDD04
OUT046,FDQ01
OUT035,FDF28
OUT010,FDD22
OUT046,FDY19
OUT035,FDN33
OUT035,FDV36
OUT010,FDW01
OUT049,FDJ28
OUT035,FDB17
OUT049,FDM40
OUT045,FDV46
OUT049,FDQ44
OUT046,NCD42
OUT046,DRH37
OUT018,FDR10
OUT027,NCD06
OUT046,FDI53
OUT035,FDG16
OUT046,DRB25
OUT046,FDY09
OUT045,FDX48
OUT010,FDC03
OUT035,FDT47
OUT027,FDW44
OUT017,FDT24
OUT019,FDT12
OUT035,NCS38
OUT035,FDO39
OUT046,FDA13
OUT035,FDO48
OUT017,DRJ01
OUT018,FDD53
OUT049,NCT05
OUT045,FDQ51
OUT013,FDU60
OUT046,FDC59
OUT035,FDP36
OUT017,NCM19
OUT035,FDL16
OUT018,FDE50
OUT013,NCR18
OUT035,NCD30
OUT013,FDH31
OUT019,FDD56
OUT049,FDC47
OUT045,FDZ21
OUT049,FDM01
OUT013,FDF24
OUT017,FDW23
OUT018,FDY52
OUT027,DRH37
OUT027,DRO47
OUT049,FDR25
OUT027,FDQ24
OUT018,DRJ51
OUT035,NCU06
OUT018,NCV18
OUT027,NCC06
OUT018,FDZ01
OUT017,FDT14
OUT019,FDD11
OUT017,FDN09
OUT010,NCO18
OUT045,FDZ50
OUT013,FDS44
OUT045,FDI36
OUT010,FDA26
OUT049,NCY53
OUT049,FDF32
OUT010,FDF59
OUT046,FDB20
OUT035,DRH11
OUT049,FDT03
OUT035,NCH06
OUT049,FDR55
OUT035,FDI10
OUT045,FDZ12
OUT049,FDM12
OUT045,DRB25
OUT013,NCS41
OUT049,NCT53
OUT013,NCD55
OUT049,FDY08
OUT049,NCP55
OUT013,FDA33
OUT013,FDQ33
OUT027,FDE45
OUT013,FDT26
OUT049,NCV53
OUT027,FDK60
OUT046,NCJ29
OUT045,FDI15
OUT013,FDX21
OUT019,FDV49
OUT046,DRO59
OUT045,FDZ14
OUT027,FDP32
OUT017,FDC33
OUT010,FDT14
OUT027,NCN54
OUT027,FDR57
OUT046,DRK12
OUT049,FDX52
OUT010,FDX08
OUT010,FDP10
OUT045,NCP50
OUT013,NCL06
OUT013,FDP25
OUT013,FDE53
OUT017,FDL27
OUT049,FDC35
OUT010,DRJ47
OUT018,FDD16
OUT049,NCN42
OUT027,FDC38
OUT045,NCO07
OUT049,FDQ20
OUT046,FDI32
OUT010,FDN20
OUT027,DRJ51
OUT045,FDU08
OUT019,DRN37
OUT010,FDD05
OUT046,FDW15
OUT046,FDI52
OUT049,DRM11
OUT045,NCO06
OUT049,FDU38
OUT018,FDU59
OUT046,FDJ10
OUT049,FDM13
OUT019,NCJ30
OUT018,FDM45
OUT045,FDP36
OUT010,NCD30
OUT017,FDN48
OUT049,FDY32
OUT046,FDU47
OUT019,FDF17
OUT017,FDP34
OUT049,FDA47
OUT027,DRD27
OUT045,FDW38
OUT019,FDZ15
OUT027,FDZ03
OUT049,NCN19
OUT035,FDG02
OUT035,FDS31
OUT019,FDW43
OUT010,FDZ47
OUT017,FDO57
OUT013,NCL07
OUT013,NCV42
OUT017,FDP40
OUT019,FDP48
OUT017,FDH21
OUT049,NCP02
OUT049,FDK24
OUT045,FDC41
OUT017,FDF08
OUT017,FDO49
OUT027,FDS56
OUT018,FDX46
OUT013,FDQ07
OUT010,FDC32
OUT019,FDT21
OUT045,FDG58
OUT049,FDW14
OUT027,DRA12
OUT013,FDV27
OUT013,DRD25
OUT027,DRF48
OUT017,FDX24
OUT046,DRJ51
OUT045,FDE45
OUT046,FDE14
OUT045,FDG53
OUT046,FDT08
OUT027,DRC27
OUT035,FDG20
OUT046,FDC21
OUT018,FDV31
OUT045,FDB58
OUT046,FDV23
OUT019,FDA25
OUT046,FDC15
OUT049,FDU47
OUT013,FDE23
OUT013,FDS08
OUT027,FDW03
OUT018,FDJ60
OUT017,FDM34
OUT013,FDW33
OUT013,FDZ40
OUT018,FDE33
OUT010,NCC06
OUT046,FDU11
OUT017,FDL44
OUT017,NCZ29
OUT010,FDG28
OUT018,FDL12
OUT017,FDD52
OUT013,FDO15
OUT027,NCN29
OUT013,FDW36
OUT046,FDB21
OUT013,FDZ28
OUT035,FDY10
OUT017,DRG39
OUT013,FDN28
OUT035,FDV15
OUT035,DRI13
OUT046,FDH20
OUT013,FDY51
OUT013,FDE16
OUT018,FDX40
OUT018,FDC48
OUT046,FDS14
OUT017,FDX56
OUT046,FDI10
OUT013,FDI14
OUT013,DRM48
OUT027,NCH07
OUT013,FDY26
OUT027,FDD02
OUT046,FDM12
OUT010,DRF01
OUT046,FDV36
OUT013,DRI59
OUT018,FDV03
OUT017,FDO39
OUT018,NCB07
OUT027,FDH38
OUT035,FDZ13
OUT046,NCZ30
OUT035,NCA06
OUT049,FDB04
OUT013,FDN50
OUT049,NCG06
OUT018,NCY17
OUT046,FDC23
OUT049,FDK33
OUT049,FDR03
OUT045,FDZ07
OUT013,FDO38
OUT046,FDS59
OUT019,DRM11
OUT027,FDX52
OUT018,DRJ35
OUT046,NCP53
OUT019,FDW15
OUT045,DRI47
OUT035,DRZ11
OUT013,FDS02
OUT018,DRD49
OUT049,FDW38
OUT019,FDR21
OUT013,FDE40
OUT045,FDI02
OUT045,FDQ04
OUT017,FDY14
OUT046,NCT54
OUT017,DRD25
OUT045,DRE01
OUT010,FDJ12
OUT049,NCZ05
OUT019,DRB25
OUT045,NCC31
OUT045,FDM16
OUT049,DRG11
OUT027,FDV24
OUT046,FDV43
OUT018,FDG05
OUT010,FDV23
OUT018,FDI58
OUT017,FDQ11
OUT027,FDC05
OUT013,FDF40
OUT018,FDU02
OUT013,FDT32
OUT017,NCF06
OUT013,FDT46
OUT010,FDR58
OUT046,FDY04
OUT045,FDT58
OUT049,FDE46
OUT017,DRH11
OUT046,DRI51
OUT017,FDC35
OUT035,FDP45
OUT017,FDC45
OUT045,FDU01
OUT010,FDJ53
OUT017,FDJ46
OUT013,FDX07
OUT049,NCI30
OUT027,FDE47
OUT045,FDV48
OUT019,FDN16
OUT013,FDM52
OUT027,FDA32
OUT017,FDH05
OUT010,FDW25
OUT046,FDQ09
OUT010,NCM17
OUT046,DRM59
OUT027,FDV47
OUT035,DRE15
OUT010,FDS25
OUT018,NCZ05
OUT019,NCV05
OUT046,DRM37
OUT027,FDV58
OUT027,FDN22
OUT049,NCO06
OUT019,FDT56
OUT013,FDM02
OUT046,FDA09
OUT035,NCC06
OUT049,NCL54
OUT017,NCB55
OUT017,FDB12
OUT049,NCA54
OUT049,NCS38
OUT049,FDC02
OUT019,FDK44
OUT035,FDE16
OUT035,NCS05
OUT045,FDZ59
OUT017,FDI20
OUT046,FDQ14
OUT017,FDF53
OUT017,FDW25
OUT010,NCQ43
OUT013,FDX52
OUT045,FDE28
OUT017,FDN15
OUT017,FDO28
OUT045,FDQ33
OUT010,FDM22
OUT017,FDJ03
OUT045,FDI16
OUT027,FDI09
OUT013,FDX55
OUT027,FDS23
OUT045,DRC12
OUT049,FDH41
OUT013,FDN01
OUT045,FDV55
OUT013,NCJ19
OUT010,NCY29
OUT018,FDP03
OUT045,FDZ52
OUT010,FDH31
OUT018,FDQ19
OUT035,FDS15
OUT017,FDN32
OUT049,FDH32
OUT017,FDF33
OUT046,FDJ22
OUT010,FDG56
OUT046,FDC05
OUT013,FDK09
OUT045,NCV29
OUT019,NCC43
OUT049,NCA42
OUT046,FDC10
OUT013,FDC16
OUT013,NCL17
OUT035,FDA51
OUT017,FDW01
OUT045,NCF30
OUT013,FDN49
OUT045,FDY20
OUT045,FDC15
OUT046,FDY24
OUT017,NCG43
OUT013,FDA48
OUT017,NCF55
OUT049,FDL38
OUT018,NCQ29
OUT017,FDC34
OUT027,FDP36
OUT010,FDN50
OUT049,FDO23
OUT013,FDT56
OUT027,FDT13
OUT013,FDZ03
OUT010,FDQ03
OUT045,FDU44
OUT049,FDD03
OUT013,NCH30
OUT010,FDS60
OUT046,FDG08
OUT017,FDX38
OUT017,FDD22
OUT013,FDW51
OUT017,FDL09
OUT045,FDZ60
OUT046,NCH07
OUT049,NCQ41
OUT049,FDW04
OUT027,FDI08
OUT019,FDR19
OUT046,FDV13
OUT017,FDB52
OUT027,FDZ48
OUT049,NCO14
OUT013,FDZ50
OUT019,FDN27
OUT013,FDQ60
OUT017,FDR49
OUT027,DRJ35
OUT017,DRI49
OUT017,FDB47
OUT010,FDP37
OUT049,FDR26
OUT019,FDY31
OUT045,FDC11
OUT035,DRP47
OUT018,NCY54
OUT046,FDR27
OUT019,FDQ21
OUT035,NCQ29
OUT046,FDJ02
OUT018,FDE21
OUT046,FDM39
OUT017,FDZ01
OUT018,NCB19
OUT046,FDU03
OUT049,FDP27
OUT045,DRF01
OUT049,FDM03
OUT046,FDV01
OUT046,FDS16
OUT035,FDO45
OUT035,NCX06
OUT046,FDP13
OUT018,NCR38
OUT013,FDA01
OUT017,FDT26
OUT027,FDD44
OUT013,FDB26
OUT019,FDP45
OUT046,NCP55
OUT017,FDT23
OUT045,FDO51
OUT046,FDA44
OUT018,NCJ31
OUT045,FDX37
OUT049,NCD18
OUT027,FDN40
OUT017,FDL33
OUT035,DRF48
OUT035,FDW08
OUT018,FDX39
OUT049,FDB38
OUT018,FDY46
OUT049,NCB06
OUT035,FDA34
OUT045,FDA35
OUT035,FDQ07
OUT045,FDU32
OUT013,FDU26
OUT010,FDU13
OUT035,FDO09
OUT019,FDW03
OUT013,FDB38
OUT010,FDL26
OUT045,NCN43
OUT045,FDH08
OUT019,NCC31
OUT035,FDH14
OUT017,FDL40
OUT035,FDD20
OUT035,NCV53
OUT045,FDD16
OUT035,FDP24
OUT045,FDQ25
OUT035,FDM38
OUT010,NCT18
OUT049,FDM34
OUT010,DRH37
OUT013,NCE07
OUT013,FDG12
OUT010,FDB59
OUT018,FDS10
OUT010,FDN21
OUT045,FDM02
OUT049,FDO44
OUT017,NCN17
OUT018,FDH16
OUT046,FDL44
OUT017,FDY47
OUT046,DRI39
OUT018,NCX54
OUT046,FDE59
OUT045,FDO46
OUT046,DRE13
OUT013,FDW14
OUT046,FDF35
OUT019,FDO50
OUT017,DRF49
OUT049,FDT60
OUT045,FDP38
OUT027,FDA31
OUT010,FDY52
OUT027,FDD03
OUT018,FDN52
OUT010,FDU20
OUT035,FDD22
OUT019,NCB55
OUT045,FDN27
OUT013,FDD16
OUT046,FDW48
OUT045,DRN35
OUT049,FDX25
OUT049,DRD49
OUT019,FDE21
OUT035,FDN44
OUT049,DRC01
OUT046,NCK30
OUT013,FDU39
OUT013,FDB49
OUT045,FDS12
OUT018,FDR57
OUT027,FDX22
OUT013,FDC60
OUT049,NCE42
OUT049,NCK42
OUT017,DRE01
OUT018,FDE57
OUT019,DRK59
OUT027,FDB10
OUT046,FDQ25
OUT017,FDY26
OUT049,FDG28
OUT049,FDM14
OUT049,NCH29
OUT049,FDD48
OUT045,FDC17
OUT027,DRH49
OUT018,FDN44
OUT045,FDC29
OUT019,DRK01
OUT017,FDD48
OUT013,FDB59
OUT010,FDY45
OUT035,FDX60
OUT010,FDT09
OUT018,DRB24
OUT035,FDL13
OUT035,FDN16
OUT013,FDK57
OUT027,FDO22
OUT010,FDC57
OUT027,FDZ13
OUT013,FDW27
OUT049,FDX10
OUT018,FDY08
OUT017,FDA49
OUT018,FDC32
OUT035,FDO04
OUT013,NCZ54
OUT045,FDY40
OUT045,FDW36
OUT017,FDE11
OUT045,DRE37
OUT017,NCK19
OUT035,FDT19
OUT045,FDE56
OUT010,FDZ57
OUT035,FDB35
OUT010,FDF09
OUT046,FDO34
OUT046,FDA55
OUT035,NCM18
OUT019,FDJ20
OUT019,DRQ35
OUT013,FDG02
OUT018,NCU29
OUT027,FDL27
OUT035,NCA54
OUT035,FDJ32
OUT019,FDB21
OUT035,FDR46
OUT046,FDZ32
OUT017,DRF36
OUT017,NCU54
OUT017,NCI31
OUT035,DRA59
OUT045,NCC55
OUT018,FDE44
OUT018,NCN26
OUT049,FDC11
OUT035,FDV24
OUT019,FDR40
OUT049,NCQ17
OUT045,FDC46
OUT046,NCM18
OUT046,FDK16
OUT017,FDI28
OUT018,FDS11
OUT046,DRD13
OUT035,FDL36
OUT013,FDI27
OUT019,FDJ53
OUT045,FDS44
OUT046,FDE28
OUT018,FDQ33
OUT017,FDB37
OUT045,FDQ31
OUT046,NCQ05
OUT013,FDE10
OUT017,FDF38
OUT019,FDE50
OUT010,DRG37
OUT049,NCH06
OUT045,FDY14
OUT017,FDO27
OUT049,FDQ19
OUT019,FDZ26
OUT013,FDN51
OUT035,FDK20
OUT018,FDD40
OUT018,DRI25
OUT017,FDH56
OUT027,FDI36
OUT018,DRH11
OUT017,NCV18
OUT049,DRI01
OUT049,DRE48
OUT035,FDS51
OUT017,FDM38
OUT027,FDB60
OUT035,FDY58
OUT045,FDY22
OUT027,FDF11
OUT035,FDZ51
OUT017,FDQ45
OUT035,FDF17
OUT027,NCF31
OUT013,FDA37
OUT046,FDO51
OUT013,FDF34
OUT018,FDD57
OUT046,FDO37
OUT049,FDR49
OUT049,FDS39
OUT027,FDI48
OUT049,DRM35
OUT035,FDV57
OUT013,FDZ55
OUT035,FDI28
OUT045,FDS21
OUT013,FDT34
OUT035,DRI25
OUT010,FDT47
OUT045,DRH39
OUT045,NCD54
OUT027,FDU16
OUT045,NCW29
OUT027,FDV25
OUT035,FDM56
OUT027,FDZ04
OUT019,FDG59
OUT045,FDI56
OUT035,FDS33
OUT049,FDC23
OUT049,FDT11
OUT045,FDG17
OUT045,FDZ44
OUT013,FDJ52
OUT046,DRI23
OUT010,DRE15
OUT013,NCF07
OUT049,NCR29
OUT019,FDE44
OUT035,FDT23
OUT017,NCG06
OUT010,NCU41
OUT017,FDH46
OUT013,FDV31
OUT027,NCT41
OUT027,FDE22
OUT045,FDC26
OUT017,DRF51
OUT019,NCY53
OUT017,FDY21
OUT013,FDL27
OUT049,FDZ34
OUT010,NCF43
OUT035,FDC21
OUT013,FDL26
OUT010,FDT25
OUT046,NCR30
OUT019,DRL23
OUT049,NCR05
OUT018,NCE19
OUT035,FDY07
OUT017,FDB10
OUT013,FDP57
OUT019,FDU48
OUT035,FDH48
OUT035,FDO33
OUT045,NCU29
OUT046,FDW35
OUT010,FDH05
OUT049,FDP26
OUT035,DRG27
OUT046,FDQ33
OUT010,FDH20
OUT046,FDV14
OUT046,DRD01
OUT049,NCI17
OUT010,FDF39
OUT046,FDX37
OUT035,NCX17
OUT013,FDN03
OUT010,NCS41
OUT045,FDH34
OUT018,NCX53
OUT046,FDY31
OUT017,FDD20
OUT045,FDE51
OUT046,FDV27
OUT035,FDF16
OUT049,FDZ02
OUT045,NCK05
OUT027,FDM12
OUT018,NCA05
OUT045,FDX33
OUT049,FDM25
OUT018,FDE41
OUT045,FDW14
OUT046,NCD30
OUT010,FDB23
OUT046,FDF45
OUT017,FDW20
OUT045,FDF47
OUT019,NCR05
OUT046,DRB01
OUT013,FDE36
OUT049,FDU56
OUT049,FDB23
OUT049,FDN48
OUT013,FDS43
OUT013,NCN05
OUT049,NCL53
OUT046,FDL56
OUT018,FDH17
OUT046,FDP37
OUT019,FDG09
OUT045,FDA55
OUT049,FDX31
OUT045,FDJ41
OUT045,DRC24
OUT035,FDQ21
OUT045,NCT54
OUT049,FDH08
OUT018,FDY38
OUT010,DRM11
OUT049,FDG32
OUT046,NCH18
OUT035,FDI20
OUT018,FDA33
OUT013,FDN45
OUT010,FDT45
OUT035,FDR32
OUT017,FDA48
OUT017,FDN23
OUT035,NCR18
OUT046,FDD45
OUT018,FDI22
OUT013,FDT09
OUT027,DRC24
OUT046,FDT39
OUT045,FDX28
OUT018,FDA50
OUT027,FDT33
OUT049,FDQ60
OUT018,NCM19
OUT046,FDF40
OUT035,NCI30
OUT049,FDK34
OUT027,FDA38
OUT045,FDT02
OUT017,FDC11
OUT046,FDD08
OUT046,NCS29
OUT010,DRI03
OUT035,FDK48
OUT049,FDM52
OUT035,FDP49
OUT046,DRA24
OUT049,NCJ43
OUT045,FDE11
OUT049,FDP01
OUT018,FDQ59
OUT019,FDA43
