Outlet_Identifier,Item_Identifier
OUT017,FDL14
OUT010,FDV50
OUT027,FDT01
OUT035,NCC42
OUT046,FDO28
OUT019,FDD32
OUT035,FDV45
OUT019,NCW17
OUT027,NCJ17
OUT049,NCF18
OUT045,FDP01
OUT045,FDH24
OUT027,FDI38
OUT035,FDX03
OUT046,FDY28
OUT018,FDN34
OUT045,FDJ02
OUT019,FDW40
OUT017,FDX03
OUT027,FDE17
OUT046,FDT58
OUT013,FDI38
OUT035,FDW22
OUT027,FDS15
OUT013,NCX06
OUT035,DRK47
OUT027,FDC23
OUT010,FDM56
OUT046,FDP21
OUT046,FDP58
OUT019,FDA27
OUT019,FDK41
OUT046,NCH42
OUT045,FDG29
OUT018,FDW15
OUT018,FDD28
OUT049,FDQ37
OUT035,FDC23
OUT035,FDV13
OUT046,FDK33
OUT013,FDO33
OUT017,FDN21
OUT027,NCW06
OUT035,FDI38
OUT027,FDC21
OUT046,NCS05
OUT049,NCN53
OUT010,FDV40
OUT017,FDG60
OUT027,NCY30
OUT045,FDM40
OUT046,NCO30
OUT046,FDK10
OUT045,FDM36
OUT013,FDN10
OUT018,FDM46
OUT049,FDX50
OUT045,FDP33
OUT045,FDO12
OUT013,FDC28
OUT045,FDO31
OUT035,FDX45
OUT049,FDV21
OUT049,FDH04
OUT013,NCG54
OUT046,FDO13
OUT027,FDA09
OUT017,FDC38
OUT046,NCO42
OUT049,FDL45
OUT013,NCK31
OUT017,FDM39
OUT010,FDC22
OUT046,FDF46
OUT045,FDQ37
OUT010,FDH41
OUT046,FDQ04
OUT027,NCQ02
OUT027,FDJ57
OUT049,NCE07
OUT013,FDE56
OUT049,FDI20
OUT018,FDK36
OUT027,FDP08
OUT017,FDF44
OUT017,NCU53
OUT035,FDF47
OUT010,FDS55
OUT010,FDZ52
OUT018,FDL04
OUT035,NCM26
OUT049,FDX43
OUT049,FDP52
OUT045,DRK49
OUT013,FDE38
OUT035,DRF13
OUT010,FDK41
OUT027,FDJ04
OUT018,FDZ44
OUT013,FDS11
OUT049,FDA55
OUT046,NCW53
OUT027,FDB49
OUT017,FDD23
OUT045,NCV42
OUT018,NCZ29
OUT013,FDQ26
OUT017,FDV08
OUT049,FDC53
OUT010,FDV58
OUT019,NCP02
OUT045,DRI37
OUT049,FDQ12
OUT046,FDE33
OUT045,FDX27
OUT017,FDM22
OUT019,NCH30
OUT017,FDC04
OUT046,FDO38
OUT027,FDV52
OUT013,FDB32
OUT018,FDV43
OUT018,FDI24
OUT017,FDR40
OUT049,FDW02
OUT049,FDE44
OUT046,FDL38
OUT010,NCT54
OUT010,DRJ39
OUT049,FDW55
OUT019,DRF13
OUT049,NCW17
OUT035,FDP13
OUT018,FDS08
OUT035,NCP17
OUT035,NCO53
OUT045,FDH19
OUT017,FDJ04
OUT049,FDG10
OUT010,FDA40
OUT045,FDI53
OUT010,FDU09
OUT045,FDK60
OUT017,FDR43
OUT017,FDW22
OUT010,DRP47
OUT010,DRG48
OUT035,FDA14
OUT013,FDU49
OUT045,FDK28
OUT046,FDT19
OUT045,NCQ42
OUT045,FDD03
OUT013,NCM53
OUT045,NCX53
OUT027,FDV14
OUT017,NCZ54
OUT013,FDB39
OUT046,DRC24
OUT013,FDY36
OUT035,FDN01
OUT046,DRH25
OUT046,FDV08
OUT049,NCP53
OUT010,FDU52
OUT045,NCI42
OUT035,FDZ14
OUT046,FDF11
OUT018,FDQ13
OUT010,FDO32
OUT018,DRJ37
OUT046,FDY43
OUT017,NCT41
OUT045,NCV17
OUT027,FDM04
OUT018,DRB48
OUT013,FDM24
OUT049,FDT37
OUT010,NCO05
OUT046,FDL13
OUT017,FDL15
OUT018,FDB11
OUT019,FDL14
OUT019,FDY10
OUT049,FDJ40
OUT046,NCW18
OUT013,NCY06
OUT018,DRE13
OUT045,FDA26
OUT010,NCE19
OUT035,FDE33
OUT027,DRL59
OUT046,FDY07
OUT018,FDF57
OUT035,FDM58
OUT027,FDP26
OUT046,FDY32
OUT010,FDD51
OUT018,FDU22
OUT018,FDZ49
OUT017,NCI42
OUT027,FDT04
OUT045,NCU41
OUT045,FDS56
OUT017,NCN42
OUT046,FDK34
OUT017,FDB03
OUT035,DRJ25
OUT027,FDT25
OUT013,FDN20
OUT013,FDP09
OUT019,FDM20
OUT046,NCG55
OUT045,NCP14
OUT046,NCH06
OUT013,FDV52
OUT035,NCL07
OUT027,DRJ11
OUT013,DRO59
OUT010,FDW15
OUT035,NCQ30
OUT019,NCN54
OUT027,FDY01
OUT035,FDX39
OUT027,FDH53
OUT035,FDA57
OUT010,NCC07
OUT013,FDU28
OUT010,FDK36
OUT018,FDR36
OUT035,NCQ17
OUT019,FDS28
OUT045,FDE08
OUT046,FDU22
OUT045,FDG41
OUT010,FDO31
OUT019,FDM21
OUT017,FDU40
OUT018,FDV36
OUT027,FDT10
OUT045,FDX38
OUT027,NCU30
OUT049,NCV06
OUT035,FDT16
OUT027,NCP41
OUT017,FDZ56
OUT035,FDC22
OUT035,FDU10
OUT045,FDS46
OUT049,FDO08
OUT018,NCV42
OUT035,FDP33
OUT046,FDJ12
OUT045,FDH04
OUT013,NCU54
OUT010,FDO36
OUT027,FDT37
OUT010,FDD14
OUT013,FDA16
OUT019,NCS42
OUT019,FDP10
OUT049,FDQ28
OUT010,FDK57
OUT013,FDK02
OUT018,FDW47
OUT018,NCC42
OUT018,FDQ37
OUT046,FDL40
OUT010,DRE13
OUT027,FDQ34
OUT046,NCB54
OUT049,FDS48
OUT045,FDO15
OUT013,NCT30
OUT027,FDU49
OUT046,FDE21
OUT019,FDS49
OUT027,FDT38
OUT045,FDZ01
OUT035,FDC41
OUT010,DRG13
OUT018,NCZ42
OUT045,NCM07
OUT018,NCV17
OUT035,DRK39
OUT018,FDS37
OUT019,FDV12
OUT018,NCG19
OUT013,FDS51
OUT046,NCO14
OUT046,FDC38
OUT046,FDN15
OUT013,NCH42
OUT046,FDQ22
OUT013,FDC05
OUT013,FDZ31
OUT049,DRJ23
OUT035,FDC52
OUT010,DRD12
OUT017,FDV55
OUT046,FDD32
OUT049,FDR01
OUT019,FDY08
OUT045,FDQ45
OUT027,DRN11
OUT018,NCS05
OUT035,FDY32
OUT045,NCD31
OUT049,NCE06
OUT046,NCP14
OUT019,NCF18
OUT018,FDF14
OUT017,FDB22
OUT049,NCH54
OUT035,FDU27
OUT027,FDS58
OUT035,NCU29
OUT013,FDJ57
OUT049,FDL56
OUT035,FDH60
OUT018,FDN24
OUT017,FDD02
OUT017,FDP15
OUT027,FDB28
OUT045,DRC49
OUT018,NCG30
OUT049,FDJ14
OUT045,FDL52
OUT027,NCG19
OUT035,NCN41
OUT013,FDW22
OUT013,FDI02
OUT045,FDV51
OUT046,FDV48
OUT019,NCL17
OUT045,FDP46
OUT045,FDU10
OUT010,FDT37
OUT035,FDI27
OUT046,FDN51
OUT035,FDW07
OUT049,FDN45
OUT027,DRN37
OUT049,DRF48
OUT019,FDP38
OUT027,NCX18
OUT018,FDK45
OUT049,FDZ37
OUT018,FDS50
OUT018,NCR54
OUT035,NCS17
OUT046,FDV31
OUT017,DRE27
OUT013,FDN60
OUT013,FDK26
OUT018,FDX37
OUT046,FDW31
OUT018,FDX26
OUT019,DRL49
OUT017,FDU49
OUT046,FDY58
OUT045,FDN03
OUT010,NCV06
OUT045,FDH53
OUT018,FDG31
OUT045,NCC06
OUT049,FDS13
OUT035,FDP16
OUT013,FDA35
OUT018,DRP47
OUT010,FDY28
OUT035,FDY20
OUT017,NCH30
OUT019,NCR29
OUT013,NCP05
OUT019,NCF30
OUT035,FDA08
OUT027,FDN51
OUT046,FDH12
OUT017,FDY39
OUT045,NCO53
OUT046,FDB40
OUT049,FDH02
OUT027,FDY11
OUT019,FDQ09
OUT013,FDP16
OUT018,NCF55
OUT027,FDY09
OUT045,FDY39
OUT049,NCU53
OUT049,NCT41
OUT046,FDJ45
OUT013,FDR28
OUT013,FDN08
OUT049,FDJ07
OUT027,FDZ09
OUT017,FDQ14
OUT027,FDY12
OUT046,FDK57
OUT049,FDD20
OUT018,FDS36
OUT049,FDI40
OUT045,FDJ40
OUT013,FDE08
OUT013,DRK01
OUT049,FDC58
OUT046,FDE50
OUT035,FDX48
OUT018,DRM35
OUT013,FDG41
OUT046,FDB52
OUT045,FDV19
OUT017,DRG48
OUT013,FDI26
OUT019,FDU11
OUT019,FDF59
OUT049,FDR07
OUT017,NCE06
OUT046,FDE10
OUT046,NCO55
OUT013,FDZ13
OUT017,FDT50
OUT010,FDH12
OUT045,FDD21
OUT013,NCM05
OUT013,FDK04
OUT017,FDN33
OUT010,NCM18
OUT049,DRC25
OUT017,FDT47
OUT027,FDD45
OUT018,NCD07
OUT010,NCY54
OUT049,FDL12
OUT017,FDL02
OUT035,FDC60
OUT017,FDR37
OUT017,FDY16
OUT045,FDU26
OUT013,FDN24
OUT013,FDH44
OUT010,FDE23
OUT017,FDW60
OUT049,FDQ55
OUT027,FDV32
OUT010,FDV03
OUT010,FDY14
OUT027,NCL55
OUT017,DRF25
OUT046,FDX03
OUT045,FDF40
OUT010,FDX24
OUT049,FDA25
OUT018,FDH21
OUT010,FDB47
OUT019,FDT34
OUT010,FDS39
OUT046,NCU05
OUT049,FDE02
OUT035,FDL25
OUT049,FDC50
OUT049,FDZ32
OUT045,FDV14
OUT045,FDR07
OUT049,FDB26
OUT045,NCR50
OUT018,FDP01
OUT045,FDH57
OUT027,FDM60
OUT017,FDA45
OUT017,FDU55
OUT035,FDH40
OUT019,FDG40
OUT049,FDT12
OUT045,DRL59
OUT018,FDT47
OUT017,FDI60
OUT027,DRF51
OUT049,NCK31
OUT045,FDB08
OUT035,FDM44
OUT018,FDD46
OUT019,FDR27
OUT010,FDV56
OUT049,FDM02
OUT018,FDU45
OUT017,FDZ10
OUT010,NCK31
OUT035,FDR27
OUT013,FDF33
OUT046,FDJ36
OUT049,FDP33
OUT046,FDG17
OUT027,FDG47
OUT046,NCW29
OUT017,DRH59
OUT017,FDR32
OUT035,FDP48
OUT035,FDG17
OUT017,DRJ59
OUT027,FDY48
OUT046,FDB02
OUT019,FDN10
OUT035,NCD55
OUT013,FDX34
OUT045,FDZ38
OUT049,DRF37
OUT019,DRL47
OUT035,FDL27
OUT035,NCP53
OUT019,FDT03
OUT035,FDJ28
OUT018,FDF40
OUT035,FDA32
OUT017,NCP02
OUT045,FDZ31
OUT013,NCQ29
OUT010,FDP57
OUT027,FDL32
OUT035,DRB01
OUT046,FDJ40
OUT018,FDO24
OUT018,FDO11
OUT035,FDA56
OUT045,FDF02
OUT013,FDA10
OUT017,NCI55
OUT010,FDZ40
OUT049,FDV08
OUT013,FDN48
OUT017,FDU57
OUT013,DRF49
OUT035,FDS02
OUT046,FDS43
OUT013,FDT16
OUT027,FDX19
OUT046,FDK15
OUT049,DRA12
OUT017,FDY35
OUT013,NCU42
OUT013,FDD26
OUT018,FDR11
OUT045,NCP53
OUT045,FDP34
OUT019,NCV41
OUT018,FDN20
OUT018,FDZ16
OUT049,FDZ28
OUT013,NCL55
OUT046,NCJ17
OUT046,FDT37
OUT049,FDV51
OUT035,FDZ28
OUT013,FDN27
OUT019,FDS14
OUT045,FDZ58
OUT046,FDD46
OUT035,FDJ03
OUT010,FDU03
OUT027,FDA33
OUT035,NCW53
OUT017,NCC55
OUT019,FDP52
OUT049,FDE39
OUT035,FDB44
OUT013,FDG59
OUT013,FDI05
OUT045,FDF59
OUT019,FDM39
OUT013,FDB14
OUT019,NCS05
OUT045,DRJ35
OUT019,FDO31
OUT046,FDA31
OUT049,FDX40
OUT045,FDW56
OUT018,FDH09
OUT019,FDA52
OUT019,FDF20
OUT046,FDE40
OUT046,NCU17
OUT035,NCP14
OUT027,FDN25
OUT049,FDU39
OUT017,NCM05
OUT017,FDU07
OUT049,FDF28
OUT049,FDR57
OUT013,FDJ33
OUT035,DRH23
OUT046,FDQ52
OUT035,DRK13
OUT046,FDP09
OUT027,FDR08
OUT045,FDV50
OUT049,FDT13
OUT027,FDJ27
OUT046,FDH21
OUT027,FDW14
OUT049,FDL52
OUT017,FDW28
OUT049,FDL40
OUT046,FDE24
OUT049,FDX35
OUT017,FDP46
OUT045,FDX56
OUT049,FDQ45
OUT027,FDK50
OUT045,FDY26
OUT017,FDQ09
OUT049,FDN39
OUT017,FDP13
OUT013,FDR51
OUT010,FDZ49
OUT018,FDL28
OUT035,FDZ10
OUT013,FDK38
OUT027,DRL49
OUT013,FDR15
OUT035,FDQ24
OUT013,FDD56
OUT046,NCR42
OUT045,FDH52
OUT019,FDH57
OUT010,FDR15
OUT035,FDJ34
OUT035,FDW37
OUT018,FDQ23
OUT013,FDP34
OUT027,FDE04
OUT045,FDC48
OUT019,FDA47
OUT018,FDI35
OUT013,NCV05
OUT045,FDR28
OUT017,FDH31
OUT019,FDP59
OUT018,FDS19
OUT045,FDM60
OUT018,FDJ44
OUT017,DRH51
OUT017,DRC25
OUT013,DRE25
OUT049,NCX05
OUT017,FDR11
OUT045,DRP47
OUT019,DRC49
OUT027,FDQ47
OUT013,FDL20
OUT035,FDM34
OUT013,NCN55
OUT035,FDD41
OUT049,FDE52
OUT019,NCT18
OUT018,FDJ32
OUT046,FDE16
OUT045,FDZ09
OUT046,DRZ11
OUT049,FDK41
OUT049,FDE56
OUT013,FDH34
OUT013,DRI49
OUT046,DRI59
OUT049,DRC36
OUT019,FDS15
OUT018,FDI07
OUT018,FDZ15
OUT027,NCX41
OUT019,NCO29
OUT013,FDF57
OUT035,FDI33
OUT049,DRJ47
OUT046,FDB34
OUT027,FDY22
OUT017,DRL11
OUT035,FDY46
OUT013,FDG17
OUT018,FDE52
OUT027,DRP47
OUT010,FDO01
OUT046,FDL09
OUT013,FDR57
OUT035,DRD37
OUT027,FDQ36
OUT049,FDL33
OUT045,FDL48
OUT049,FDL28
OUT046,NCN29
OUT035,FDO13
OUT045,FDB38
OUT035,FDI36
OUT035,FDI58
OUT018,FDH22
OUT013,FDQ27
OUT046,FDT33
OUT045,FDC56
OUT046,FDF14
OUT017,FDQ39
OUT017,NCM43
OUT035,FDS46
OUT049,FDI22
OUT045,NCE43
OUT010,FDZ36
OUT019,FDR13
OUT018,FDP46
OUT019,FDW56
OUT017,FDB40
OUT018,FDM28
OUT013,FDV49
OUT018,NCS53
OUT049,FDO03
OUT035,FDT15
OUT049,FDD33
OUT017,FDX13
OUT013,FDH60
OUT046,DRH51
OUT049,NCL07
OUT045,FDW51
OUT019,FDF21
OUT019,FDH26
OUT049,FDJ03
OUT017,FDU35
OUT018,DRL01
OUT045,FDE59
OUT035,FDI60
OUT035,DRH39
OUT049,FDK36
OUT045,FDN52
OUT017,FDU12
OUT027,NCT05
OUT027,FDS37
OUT017,FDK24
OUT013,DRF36
OUT010,FDN46
OUT045,NCN06
OUT035,FDD59
OUT045,FDM14
OUT018,FDO10
OUT013,FDU35
OUT018,NCA30
OUT049,NCO41
OUT046,FDI24
OUT046,FDZ16
OUT046,FDV47
OUT045,FDV16
OUT035,FDZ22
OUT010,FDO20
OUT013,FDW38
OUT045,FDW52
OUT019,FDT43
OUT045,NCS29
OUT017,NCC31
OUT017,FDA21
OUT046,FDQ55
OUT049,NCE54
OUT017,FDD45
OUT017,NCP17
OUT035,FDR47
OUT013,DRM35
OUT019,FDR47
OUT010,FDX19
OUT027,FDV22
OUT027,FDQ46
OUT045,DRO47
OUT010,FDB44
OUT010,FDN02
OUT045,FDW10
OUT019,FDJ41
OUT046,FDM50
OUT035,FDW10
OUT049,FDY48
OUT027,NCE30
OUT045,FDO04
OUT010,FDQ26
OUT018,NCX29
OUT046,FDE39
OUT027,NCR54
OUT027,NCP55
OUT017,FDX22
OUT035,FDI05
OUT027,FDC51
OUT013,FDC10
OUT045,FDJ46
OUT010,FDV10
OUT027,FDX12
OUT019,FDL43
OUT046,DRB13
OUT027,FDF59
OUT049,FDT35
OUT035,NCJ19
OUT018,FDT35
OUT046,FDI48
OUT019,DRC24
OUT017,NCZ05
OUT049,FDJ57
OUT017,FDX11
OUT035,FDE09
OUT049,NCK06
OUT017,DRE37
OUT046,FDV56
OUT017,FDY43
OUT013,FDV35
OUT019,FDF05
OUT035,FDA36
OUT027,FDS13
OUT013,FDU47
OUT010,FDI36
OUT046,FDH48
OUT013,FDZ14
OUT013,FDS46
OUT017,FDE21
OUT049,FDA26
OUT046,FDV12
OUT019,FDL46
OUT013,FDN57
OUT017,NCJ18
OUT045,FDO36
OUT018,FDX55
OUT019,FDT25
OUT049,FDD16
OUT013,NCX18
OUT018,NCG55
OUT049,NCV18
OUT035,NCS18
OUT045,FDC37
OUT046,FDE47
OUT019,DRG49
OUT049,FDC39
OUT019,FDH24
OUT027,FDV39
OUT045,NCL17
OUT035,NCY53
OUT013,FDH52
OUT018,NCD19
OUT046,FDI44
OUT027,DRD49
OUT035,FDN08
OUT027,FDO20
OUT046,FDY02
OUT045,FDX23
OUT017,FDX01
OUT027,FDH20
OUT017,NCX41
OUT027,FDD21
OUT019,DRH11
OUT018,DRE60
OUT013,FDB10
OUT013,FDH38
OUT018,NCL07
OUT046,FDD48
OUT027,NCT54
OUT027,FDF32
OUT045,DRH51
OUT035,DRG03
OUT019,NCY42
OUT017,FDH32
OUT027,NCJ06
OUT027,FDH47
OUT018,FDZ08
OUT017,FDK16
OUT018,DRG01
OUT027,NCM53
OUT035,NCB07
OUT035,NCZ06
OUT049,FDU48
OUT027,NCB55
OUT013,FDP15
OUT046,FDF17
OUT049,NCN06
OUT018,DRM48
OUT046,FDH10
OUT018,FDC60
OUT018,FDE35
OUT013,DRI23
OUT013,NCR38
OUT035,FDP04
OUT045,NCW17
OUT017,FDX34
OUT045,NCK53
OUT010,NCO54
OUT046,NCH55
OUT027,FDT44
OUT046,DRG49
OUT010,FDX46
OUT049,DRG36
OUT049,FDU37
OUT049,FDK10
OUT027,DRF37
OUT035,FDC44
OUT046,FDP15
OUT027,FDZ27
OUT019,FDY22
OUT035,DRG51
OUT045,FDN58
OUT049,FDW01
OUT018,FDX24
OUT017,FDO51
OUT027,FDJ52
OUT010,NCY06
OUT018,FDE20
OUT010,FDT23
OUT046,FDQ51
OUT046,FDE35
OUT013,FDB46
OUT035,NCG19
OUT018,NCL06
OUT019,FDT36
OUT049,FDC56
OUT049,FDJ26
OUT017,FDZ59
OUT027,FDV11
OUT010,FDR13
OUT018,FDI15
OUT018,FDF47
OUT019,NCB54
OUT027,NCK19
OUT017,FDX16
OUT045,FDL50
OUT035,NCE31
OUT049,DRJ01
OUT013,FDE22
OUT019,FDY20
OUT045,NCO14
OUT017,NCR50
OUT017,DRM47
OUT010,FDO27
OUT027,FDJ20
OUT013,NCX17
OUT049,FDG59
OUT045,FDD52
OUT017,FDO48
OUT019,FDC59
OUT018,FDS15
OUT035,FDB47
OUT019,FDV14
OUT013,FDB27
OUT035,FDA35
OUT018,FDN51
OUT019,FDO39
OUT049,FDB28
OUT046,DRJ25
OUT027,FDH46
OUT045,FDI10
OUT018,FDU21
OUT049,FDD09
OUT046,FDD10
OUT010,FDN31
OUT018,FDA46
OUT046,FDM56
OUT010,FDF11
OUT018,FDS32
OUT013,NCM06
OUT045,FDZ26
OUT013,FDO01
OUT049,FDJ46
OUT019,FDG26
OUT035,FDZ38
OUT013,NCO55
OUT035,FDT60
OUT049,FDW37
OUT018,NCK42
OUT046,FDA45
OUT018,FDW55
OUT017,FDY44
OUT017,FDQ31
OUT049,FDM09
OUT018,FDH12
OUT035,NCQ43
OUT035,FDT33
OUT018,NCT41
OUT010,DRJ25
OUT046,NCQ41
OUT049,NCN17
OUT027,DRO35
OUT018,FDU27
OUT027,FDY43
OUT035,FDG46
OUT018,DRL49
OUT049,NCB55
OUT049,FDK28
OUT045,FDO49
OUT013,FDT03
OUT027,FDW33
OUT035,FDR02
OUT013,FDF50
OUT018,FDA40
OUT018,NCT53
OUT035,FDY60
OUT027,FDP44
OUT045,NCQ50
OUT017,NCC30
OUT018,FDQ60
OUT046,FDG41
OUT046,FDQ03
OUT045,FDM03
OUT018,FDZ51
OUT035,DRF51
OUT017,FDF39
OUT035,FDW52
OUT049,FDY22
OUT013,FDG14
OUT017,FDA57
OUT019,FDL45
OUT046,FDX28
OUT013,NCQ54
OUT045,FDH40
OUT035,FDU52
OUT010,FDT60
OUT045,FDK08
OUT049,FDN04
OUT013,FDE50
OUT049,FDI16
OUT049,FDM50
OUT049,NCV30
OUT013,FDT44
OUT013,FDY60
OUT017,FDT56
OUT018,FDV58
OUT013,FDU04
OUT027,NCN05
OUT018,FDI53
OUT046,FDD34
OUT027,FDW47
OUT027,FDT51
OUT013,FDO27
OUT018,NCQ18
OUT013,NCW05
OUT010,FDI15
OUT010,NCH43
OUT049,FDT40
OUT017,NCG19
OUT035,NCM30
OUT017,FDB38
OUT046,FDB22
OUT046,FDC58
OUT013,NCI29
OUT010,FDA23
OUT013,DRG48
OUT013,FDV21
OUT019,NCG18
OUT045,FDG40
OUT018,FDU24
OUT049,FDA22
OUT046,FDY35
OUT045,FDJ15
OUT018,NCW18
OUT018,FDK56
OUT046,FDF44
OUT049,FDP51
OUT027,FDU22
OUT017,FDM28
OUT046,NCL42
OUT019,FDJ15
OUT018,FDI32
OUT046,DRL11
OUT018,DRO59
OUT019,FDA07
OUT013,NCO53
OUT045,FDO21
OUT045,FDW39
OUT013,NCV17
OUT046,FDE22
OUT018,NCB06
OUT017,DRF48
OUT013,FDB05
OUT027,FDP28
OUT046,FDP23
OUT018,NCS41
OUT018,FDS40
OUT017,FDA16
OUT035,FDN20
OUT027,FDF04
OUT018,DRG36
OUT018,FDW16
OUT017,FDU09
OUT046,FDW01
OUT045,FDB15
OUT049,NCJ17
OUT018,NCT18
OUT018,FDG16
OUT017,FDP27
OUT027,FDQ44
OUT027,FDL50
OUT027,FDW57
OUT013,FDS34
OUT035,NCV30
OUT018,FDD26
OUT045,FDA03
OUT018,FDS27
OUT013,FDM12
OUT027,NCV42
OUT046,NCS41
OUT018,FDN56
OUT046,DRK59
OUT046,NCG18
OUT017,NCN26
OUT027,FDI60
OUT049,NCI43
OUT049,NCL17
OUT019,FDQ19
OUT049,FDY43
OUT049,FDR36
OUT049,FDJ58
OUT045,DRY23
OUT027,FDK26
OUT045,DRH03
OUT010,FDC10
OUT013,FDD23
OUT045,FDP32
OUT035,FDO31
OUT013,FDQ57
OUT027,FDX32
OUT027,FDC39
OUT046,FDU55
OUT013,FDL45
OUT049,DRK37
OUT013,FDK22
OUT027,DRG37
OUT017,FDK22
OUT018,DRH36
OUT018,DRC36
OUT027,DRE03
OUT046,FDF34
OUT046,FDZ22
OUT010,FDC44
OUT027,FDN31
OUT017,FDO03
OUT049,FDA01
OUT049,NCH42
OUT018,FDF46
OUT046,DRL35
OUT049,FDW46
OUT046,FDB58
OUT018,FDD47
OUT045,NCO17
OUT017,FDJ26
OUT045,FDU37
